PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
02FSn,r2qk2r/1pp3p1/p1nbbn1p/3p1p2/3P4/PQN1PN1P/1PPB1P2/R3KB1R w KQkq - 0 13,b3b7 c6a5 b7a8 d8a8,1443,75,93,1755,crushing master middlegame short trappedPiece,https://lichess.org/Yc1JzevW#25,Dutch_Defense Dutch_Defense_Janzen-Korchnoi_Gambit
02Wga,5r1k/2r3p1/pp1N3p/2p4n/5p2/1B3P1P/PPP4B/R5K1 w - - 2 28,d6e4 c5c4 b3a4 b6b5 a4b5 a6b5,1446,76,95,12496,advantage long middlegame trappedPiece,https://lichess.org/k5PrFjHd#55,
02gtK,3r1r2/p3p1kb/1p3p2/3B1Pp1/3Rp1Pp/1QP5/PP4RK/4q3 b - - 5 31,e4e3 d4d1 e1d1 b3d1 h7g8 c3c4,1747,76,89,49,advantage defensiveMove long middlegame trappedPiece,https://lichess.org/Jwn3DneJ/black#62,
02itv,rn3rk1/pp3ppp/2p1p1b1/8/2Pq4/P4N1P/2P1BPP1/R1Q2RK1 b - - 3 18,d4e4 e2d3 e4f3 g2f3,1388,75,83,541,crushing middlegame short trappedPiece,https://lichess.org/oHhgr635/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
02nYL,r2qk2r/1p2bp1p/p1n1b3/3pPpp1/3P4/PQN2N2/1P3PPP/R1B2RK1 w kq - 0 13,b3b7 c6a5 b7a8 d8a8,1524,77,91,2445,crushing middlegame short trappedPiece,https://lichess.org/AfePgsY0#25,French_Defense French_Defense_Advance_Variation
02r6y,rnbq1rk1/pppp1ppp/4p3/8/3P4/3B1N2/P1PB1PPP/Q4RK1 b - - 2 9,d8f6 d2g5 f6g6 d3g6,1507,80,87,53,advantage middlegame short trappedPiece,https://lichess.org/lJyRrGS8/black#18,Indian_Defense Indian_Defense_Other_variations
035Y0,r4rk1/pp1b1p1p/3p1n2/2p1pp2/4P2q/3P1B1P/PPP1Q2K/R1B3R1 b - - 1 17,g8h8 c1g5 h4g5 g1g5,1388,76,86,857,advantage middlegame short trappedPiece,https://lichess.org/gyt9Cqnm/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian
038q1,8/8/3k4/p1b1p2p/P1R3pP/2P5/6K1/8 w - - 4 45,g2g3 d6d5 c4g4 h5g4,1338,76,91,2118,crushing endgame short trappedPiece,https://lichess.org/RriReXLu#89,
03NcI,2r2r1k/pbq1Q1pp/1p1p1n2/8/3P1B2/2P5/PP1n1PPP/1BR1R1K1 w - - 0 18,f4d2 c7c6 f2f3 c8e8 e7f8 e8f8,1779,75,93,2203,advantage long middlegame trappedPiece,https://lichess.org/aINZmSqb#35,Indian_Defense Indian_Defense_Other_variations
03mqP,4k1r1/p3p2p/1q3b2/3P1N2/2p1N1pP/P2nP1Q1/1r4P1/R4RK1 w - - 1 27,d5d6 f6e5 g3e5 d3e5,1656,75,87,143,advantage master middlegame short trappedPiece,https://lichess.org/1FQlBZ3N#53,
04779,r1b2rk1/pp3pp1/1qn1pn1p/1N1p4/3P1B2/8/PPP1BPPP/R2Q1RK1 b - - 3 12,a7a6 f4c7 b6b5 e2b5,1495,76,95,18582,advantage opening short trappedPiece,https://lichess.org/cQcxf3xH/black#24,French_Defense French_Defense_Steinitz_Attack
047JD,5r2/p5k1/3p4/2pP2pQ/2Pb1q2/4N3/P4PPP/5R1K w - - 1 35,e3g4 f8h8 h5h8 g7h8,1564,76,92,198,advantage endgame short trappedPiece,https://lichess.org/31G12QyK#69,
048VU,rbb2rk1/1p3ppp/pqn2n2/3p4/3Pp3/P1N1B2P/1PP1BPPN/R2QK2R b KQ - 3 13,b6b2 c3a4 b2a1 d1a1,1337,75,74,342,advantage opening short trappedPiece,https://lichess.org/dkqRE4rk/black#26,Zukertort_Opening Zukertort_Opening_Other_variations
04DEQ,5rk1/1bq1bppp/2p1pn2/4N3/3P4/3B3P/1BP2PP1/QR4K1 w - - 4 21,a1a7 f8a8 a7a8 b7a8,1333,75,93,4000,advantage middlegame short trappedPiece,https://lichess.org/zbSceQBp#41,
04FGP,r2q1rk1/pppbb1p1/3p3n/3Ppp1Q/8/3PPNPP/PP3PB1/R1B2RK1 w - - 0 15,e3e4 d7e8 h5h6 g7h6,1510,75,88,336,crushing opening short trappedPiece,https://lichess.org/9bmMoUdB#29,English_Opening English_Opening_Kings_English_Variation
04Izo,r1bb1rk1/5ppp/3p2q1/2pP2P1/ppP1PP1P/6Q1/PP1N4/1K1R3R b - - 0 24,b4b3 h4h5 g6e4 d2e4,1658,76,85,124,crushing middlegame short trappedPiece,https://lichess.org/NPUKWwTZ/black#48,
04aK0,rBb1qrk1/pp2bppp/4p3/8/2B5/1QP5/PP3PPP/3RK1NR b K - 0 11,a8b8 c4b5 e8d8 d1d8,1400,78,92,5147,advantage master middlegame short trappedPiece,https://lichess.org/tPwwtaKz/black#22,Caro-Kann_Defense Caro-Kann_Defense_Accelerated_Panov_Attack
008nF,2rq1rk1/7p/1n4pb/1R2p3/pPpP1P2/P1B5/3NQ1PP/2R3K1 w - - 0 31,e2e5 f8e8 e5e8 d8e8,2141,81,90,810,crushing master middlegame short trappedPiece,https://lichess.org/tYO5rrIU#61,
00Ksa,8/5p2/5pk1/8/4PP2/6r1/5K2/7R b - - 2 46,g3g4 f2f3 g4g5 f4g5,1839,76,86,98,crushing endgame rookEndgame short trappedPiece,https://lichess.org/WynrZVil/black#92,
00kSx,r1bq3k/pppnp2r/5nQb/3p4/8/3B1N2/PPPP1PPP/RNB1K2R w KQ - 2 11,f3g5 d7e5 g6h6 h7h6,1928,75,82,133,advantage opening short trappedPiece,https://lichess.org/cOCnU5Ub#21,Duras_Gambit Duras_Gambit_Other_variations
01BrE,3r3r/Qbk5/1p1p3p/1P1qpp2/6p1/2P2NP1/3N1PP1/R4RK1 w - - 1 25,a1a6 d5b5 a6a4 d8a8 a4c4 b5c4 a7b7 c7b7,2148,81,77,68,advantage middlegame trappedPiece veryLong,https://lichess.org/gOM7Eh5H#49,
01G5k,8/b6p/P1K2k2/2p3p1/6P1/8/1P3P2/8 b - - 1 49,f6e5 c6b7 e5d6 b7a7 d6c7 b2b3 h7h6 f2f3,1848,74,86,366,bishopEndgame crushing defensiveMove endgame quietMove trappedPiece veryLong zugzwang,https://lichess.org/1wwwMKcH/black#98,
01jyS,r1b2rk1/pp3ppp/5n2/1N1p4/B7/q6P/P4PP1/2RQR1K1 b - - 3 18,a3a2 e1e2 a2e2 d1e2,1907,75,84,66,advantage middlegame short trappedPiece,https://lichess.org/d6ofDb8G/black#36,Sicilian_Defense Sicilian_Defense_Old_Sicilian
01vxD,rn1q1r1k/pbN5/1pp1Qp1p/2Pp2p1/3Pn3/P7/1P2PPPP/R3KBNR w KQ - 1 17,c7a8 b7c8 e6c8 d8c8,1911,75,95,5764,crushing middlegame short trappedPiece,https://lichess.org/daIHjPA3#33,Queens_Gambit_Declined Queens_Gambit_Declined_Normal_Defense
025gx,5r1k/2b1Npp1/1p2p2p/1qn5/3Q4/P7/3R1PPP/3R2K1 w - - 0 26,d2b2 b5e8 e7d5 e6d5,2021,80,91,2948,advantage middlegame short trappedPiece,https://lichess.org/SNi97eZr#51,
02A3t,2q2bk1/4Q2p/p5p1/1p3pB1/8/5N1P/PP3PP1/6K1 w - - 1 30,e7a7 f8c5 a7c5 c8c5,1897,74,95,799,advantage endgame short trappedPiece,https://lichess.org/c57wHyeI#59,
02E9M,r2qk2r/p1p2ppp/2pb1n2/3p4/2P2Qb1/1PN1P3/PB3PPP/R3KB1R w KQkq - 4 12,f4g5 h7h6 g5g7 h8h7 g7h7 f6h7,2124,76,94,6940,advantage clearance long master middlegame trappedPiece,https://lichess.org/a808BYGC#23,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation
02Hq5,r2qk2r/2p1n1pp/1bP2p2/pP2p3/Q2pP3/B1Pb4/P2N1PPP/RN2R1K1 w kq - 0 18,c3d4 d8d4 a4d4 b6d4 d2b3 d4a1,1951,107,12,71,advantage long middlegame trappedPiece,https://lichess.org/VpTLyxMo#35,Ruy_Lopez Ruy_Lopez_Nurnberg_Variation
02K3C,r1b1kb1r/pp2pppp/2n2n2/3P4/2B5/q4N2/P2B1PPP/1R1QK2R b Kkq - 2 11,c8g4 d5c6 b7c6 d2b4 a3b4 b1b4,2111,82,91,1080,crushing long opening trappedPiece,https://lichess.org/rSiFHwLh/black#22,Sicilian_Defense Sicilian_Defense_Old_Sicilian
02Nzx,r3r3/2pbkp1p/2p2p2/1pb1P3/p7/1BN5/PPP2PPP/2KRR3 w - - 0 15,e5f6 e7f8 e1e8 d7e8 b3a4 b5a4,2288,80,64,63,advantage defensiveMove long middlegame trappedPiece,https://lichess.org/IlE1ZcIO#29,Four_Knights_Game Four_Knights_Game_Scotch_Variation_Accepted
02na8,r3kbnr/ppp1p1pp/2n2p2/8/4QB2/1N6/PqP2PPP/RN2K2R b KQkq - 1 9,e7e5 f4c1 f8b4 e1f1 b2a1 b3a1,2101,78,91,2652,advantage defensiveMove long middlegame trappedPiece,https://lichess.org/hTpQ7L6w/black#18,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
03Cdz,r1b1rnk1/pp1n1p1p/4p1pP/3pP3/3Q1P2/2N3q1/PPPKB1P1/R6R b - - 2 18,b7b6 e2f3 c8a6 h1h3 g3h3 g2h3,2332,77,92,1148,advantage long middlegame trappedPiece,https://lichess.org/TTUYdZJy/black#36,French_Defense French_Defense_Knight_Variation
03TNb,5k1r/pN3p2/2n1pQp1/3p2Pq/3P4/2P1K2r/PP3P2/R4R2 w - - 7 29,e3d2 h3f3 f1h1 f3f6 h1h5 f6f2,1906,77,91,1633,advantage long middlegame trappedPiece,https://lichess.org/EMVfvTig#57,
03TkB,4r1k1/1p2rpb1/p2p2p1/2pPP2p/2q5/2N2Q1P/PP2R1P1/5R1K b - - 0 27,d6e5 e2e4 c4f1 f3f1,1894,77,80,61,advantage middlegame short trappedPiece,https://lichess.org/yZhAzMjs/black#54,
03dkw,r1bq2rk/2p2p1p/pb1p2nB/1p1PpN1Q/4Pp2/PB6/1PP1RPPP/R5K1 b - - 5 20,d8f6 h6g5 f6g5 h5g5,1803,75,86,74,advantage middlegame short trappedPiece,https://lichess.org/LdIOWRgE/black#40,
03hDc,8/2kb4/8/R1pB4/2P2P2/p5P1/r5P1/6K1 w - - 0 45,a5c5 c7b6 c5b5 d7b5,2024,75,90,433,advantage defensiveMove endgame master short trappedPiece,https://lichess.org/NIx5r1KZ#89,
04LdT,5r2/4r3/pp1k2pp/4p3/1PR3PP/2PP4/3KR3/8 w - - 1 37,d3d4 d6d5 c4c7 e7c7,1915,76,92,288,crushing endgame rookEndgame short trappedPiece,https://lichess.org/0Ur7Z3dO#73,
04Lp0,r1br2k1/ppp2ppp/2n1p3/3q4/3P4/2Q2N2/PPP1BPPP/3R1RK1 b - - 0 12,d5a2 d4d5 e6d5 d1a1 a2a1 f1a1,2330,90,90,628,crushing long middlegame trappedPiece,https://lichess.org/7Mu9CGyH/black#24,French_Defense French_Defense_Exchange_Variation
04phO,3r4/p2q4/5kpp/1pQ2p2/4b3/P3R3/1P4PP/4R1K1 w - - 0 35,b2b4 d8c8 c5c8 d7c8,2135,75,88,711,advantage endgame short trappedPiece,https://lichess.org/XxMZ1mwc#69,
05EY5,r1b1k2r/1p1p1ppp/p1N1pn2/P1b5/4P3/2N1BP2/1qP3PP/R2QKB1R b KQkq - 0 10,c5e3 c3a4 b2a1 d1a1,1840,75,92,337,advantage opening short trappedPiece,https://lichess.org/dz1guX5C/black#20,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
05KTd,2r3k1/pp3p2/7p/3R1p2/nb6/1N2PB1N/PPq2PPP/K2R4 b - - 5 28,a4c3 d5d2 c3d1 d2c2 c8c2 f3d1,2436,91,88,738,advantage capturingDefender long middlegame trappedPiece,https://lichess.org/nPuovZ5y/black#56,
05XHa,1r1q1rk1/Q3ppbp/1p1pb1p1/1Nn5/P1P1P3/1P3PP1/6BP/1RBR2K1 w - - 1 18,c1e3 b8b7 a7b7 c5b7,1835,74,87,280,advantage middlegame short trappedPiece,https://lichess.org/EYqBVIFg#35,English_Opening English_Opening_Symmetrical_Variation
05qws,7r/p3kp1B/2nqp1p1/1p6/2pP3Q/2P5/PP1K1PP1/7R b - - 1 21,e7f8 h4f6 f8e8 f6h8,1853,115,16,19,crushing endgame short trappedPiece,https://lichess.org/gfhmCcSE/black#42,
06SZI,rnbk1b1N/pppp3p/5qp1/8/8/3P4/PPP1BPPP/RNBKR3 w - - 1 10,e2f3 h7h6 h8g6 f6g6,2151,151,48,9,crushing opening quietMove short trappedPiece,https://lichess.org/RJ6iNIkt#19,Russian_Game Russian_Game_Damiano_Variation
06Zoz,r3k2r/pp2nppp/1Bb5/8/4PQ2/P1N5/1qP2PPP/R2R2K1 b kq - 0 16,a7b6 f4d2 e8g8 a1a2 b2a2 c3a2,2605,84,72,162,advantage long middlegame quietMove trappedPiece,https://lichess.org/XU0EuLbL/black#32,Three_Knights_Opening Three_Knights_Opening_Other_variations
06llD,8/5k2/p3Rp2/4pPp1/2P4p/rPK4P/6P1/8 b - - 7 52,a6a5 c3b2 a3a2 b2a2,1843,77,92,575,crushing endgame rookEndgame short trappedPiece,https://lichess.org/rG4bKqTc/black#104,
06q4t,r4r2/pppqp3/2npb1kP/6N1/4Pp2/P1PPQ3/2P2PB1/R3K2R w KQ - 2 18,e3f3 e6g4 f3h3 g4h3 g2h3 d7e8,1934,75,87,391,advantage defensiveMove long middlegame trappedPiece,https://lichess.org/0WbfT4jf#35,Modern_Defense Modern_Defense_Other_variations
06tuT,4rr1k/p1p1q1b1/1p6/nQP3p1/5pPp/2P2B2/P2BP3/2R2K1R b - - 0 26,e7c5 b5c5 b6c5 c3c4 a5b7 f3b7,1809,84,69,36,advantage long middlegame quietMove trappedPiece,https://lichess.org/Qn0eXBW4/black#52,
07Fgr,2kr3r/2q3pp/p2pR3/1p1P1p2/3P4/NP2Q1P1/P4P2/3K4 b - - 1 23,c7d7 e6e7 d7e7 e3e7,1844,84,81,37,crushing endgame short trappedPiece,https://lichess.org/uFWP7kjD/black#46,
07MXx,1k1r3r/Npp1qpbp/p2pbnp1/8/3QPB2/5P2/PPP2P1P/1K1R1B1R w - - 2 14,f4e3 c7c5 a7c6 b7c6,1839,79,91,2112,advantage middlegame short trappedPiece,https://lichess.org/skF9nUkD#27,Englund_Gambit_Complex Englund_Gambit_Complex_Englund_Gambit
02PrW,r3k2r/1bqp1p2/pp2p3/2b3P1/2PnPBp1/2N5/PPB3P1/R2Q1RK1 w kq - 0 16,f4c7 d4e2,985,80,100,211,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/8UGefrtw#31,Sicilian_Defense Sicilian_Defense_Kan_Variation
0KN1P,rn2k2r/ppp1qppp/3p4/2b1nb2/2P1P3/2N3PN/PP5P/R1BQKB1R w KQkq - 0 10,e4f5 e5f3,1194,206,100,20,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/5liswgnz#19,Indian_Defense Indian_Defense_Budapest_Defense
1J40f,r1bk4/ppp2p1p/2p5/8/3B4/5P2/PPPn2rP/2KR2NR b - - 2 14,d2c4 d4f6 d8e8 d1d8,770,83,100,133,doubleCheck mate mateIn2 middlegame short,https://lichess.org/WNTSqwqx/black#28,Center_Game Center_Game_Normal_Variation
1jdLa,4b3/p7/2n1p1Qk/3pP1b1/P1pP3N/1rq3P1/4BK2/R6R b - - 1 32,e8g6 h4f5,1103,75,100,182,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/Rw3ZP47d/black#64,
1sImc,r2qkb1r/pp2pppp/3p1n2/1N6/Q1P3b1/3p2P1/PP1PPPBP/R1B2RK1 b kq - 1 9,d3e2 b5c7,866,79,100,163,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/NZf1eiDn/black#18,English_Opening English_Opening_Symmetrical_Variation
2MGDC,3r4/pp3p1k/2pp1rp1/P3p3/1PP1P1Q1/3P1RPP/3qn1K1/5R2 w - - 3 32,f3f6 e2f4 g2g1 d2g2,1193,77,100,184,doubleCheck endgame mate mateIn2 short,https://lichess.org/XQ2vMRK5#63,
3Rf21,r2q1rk1/pp1nbppQ/2p1p3/4N2N/3P1P2/6P1/PPP5/2KR3R b - - 2 18,g8h7 h5f6,916,84,100,126,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/zl8aRtcG/black#36,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
3assu,6rk/1n2b1p1/3p1pQB/1pqPpP2/1p5R/2P4P/2B2PPK/r7 b - - 2 31,c5f2 h6g7,1113,85,100,90,doubleCheck kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WoF2Gulh/black#62,
3ik8J,rn1qkb1r/pb3ppp/1p3p2/8/3pN3/2P5/PP2QPPP/R3KBNR b KQkq - 0 9,b8d7 e4d6,672,112,100,43,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/bbYwQZVw/black#18,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
3iw6b,1b1r2k1/1B3ppp/1p6/4nb2/8/PNr1B2P/1P3PP1/2R3K1 w - - 0 25,c1c3 d8d1 g1h2 e5g4,1139,78,100,86,doubleCheck mate mateIn2 middlegame short,https://lichess.org/440vmFRG#49,
4h8cX,rn1qkbnr/5ppp/bp2p3/pN1pP3/Q2P4/5N2/P4PPP/R1B1KB1R b KQkq - 3 9,g8e7 b5d6,701,97,100,144,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/VodfkzMV/black#18,French_Defense French_Defense_Wing_Gambit
52YmK,r1b1k2r/ppppnppp/8/q3P3/1n2N3/1R3N2/P1P1PPPP/3QKB1R w Kkq - 0 11,g2g3 b4c2,928,124,100,40,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/4ciSRmIt#21,Englund_Gambit Englund_Gambit_Main_Line
5Cay5,r2q1rk1/ppp4p/2n1p1pn/3pPb2/3P3b/2PB3P/PP4P1/RNBQ1KNR w - - 3 12,c1h6 f5d3,834,79,100,207,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/F6zLtUpR#23,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations
6TzHK,rnbqkb1r/4pppp/p7/1N6/Q1pPn3/5N2/1P3PPP/R1B1KB1R b KQkq - 1 9,c8b7 b5d6,647,93,100,175,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/TQkJd4jN/black#18,Slav_Defense Slav_Defense_Geller_Gambit
7TPf6,r6k/6p1/p3p2N/1pb1p2Q/3nP3/P7/2q3PP/5R1K b - - 0 25,c2e4 h6f7 h8g8 h5h8,1124,168,88,27,doubleCheck mate mateIn2 middlegame short,https://lichess.org/e1FvnO45/black#50,
7wkcd,r3k2r/1bpn1p2/pp1p4/3Pp2n/2P1P1N1/P1NB1Q2/1P3PP1/2RR2Kq w kq - 3 19,g1h1 h5g3 h1g1 h8h1,969,79,97,225,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/tpGld1AB#37,
8FRvH,5Qk1/p2r2pp/1p2b1q1/8/3ppB2/7P/PP4P1/5R1K b - - 0 30,g8f8 f4d6 f8g8 f1f8,819,141,100,31,doubleCheck endgame mate mateIn2 short,https://lichess.org/Rms2CChO/black#60,
AENnR,rnq1kb1r/1pp2p1p/4p1p1/p1PQ1bB1/8/N4N2/PP2BPPP/R3R1K1 b kq - 0 14,e6d5 e2b5,745,94,71,61,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/DLgV56ih/black#28,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
AGHAC,r1b2rk1/1pp3b1/3p4/p1nPpp2/2P5/2N1BKN1/PPB4q/R2Q1R2 w - - 0 21,f1h1 e5e4 c3e4 f5e4,1142,75,100,135,doubleCheck mate mateIn2 middlegame short,https://lichess.org/gLfevVO2#41,
AYxpA,3rr1k1/1b3pbp/pN6/5P1Q/1P2p1P1/4Rq2/PP1pKP1P/3R1B2 w - - 4 27,e3f3 e4f3,877,92,100,137,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/tDQlc9Qq#53,
Ai44X,6k1/7p/6P1/p2p4/P1p3R1/3r4/5r2/4K1R1 b - - 4 34,f2f8 g6h7 g8h8 g4g8 h8h7 g8f8,1124,97,85,43,advancedPawn crushing doubleCheck endgame long rookEndgame,https://lichess.org/Ix72SCwI/black#68,
BOqBA,r6k/ppp4P/1b1p2q1/2PPn3/1P6/3R1Nnb/PB3P2/R2Q2K1 w - - 0 23,f3e5 g3e2 g1h2 g6g2,1157,76,100,284,doubleCheck kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/uazD0oPf#45,
Buwgj,r5k1/1p4pp/p1n5/3Rpq2/2Q5/8/PP3rPP/K2R4 b - - 7 25,f5c2 d5d8,913,78,100,212,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/LMTUxcD4/black#50,
C0HGH,rnbkr3/ppppbppp/8/6n1/3P4/8/PPP1QPPP/RNB1KB1R w KQ - 1 8,e2d3 e7b4 e1d1 e8e1,961,78,91,259,doubleCheck mate mateIn2 opening short,https://lichess.org/HfT2z6s2#15,Petrovs_Defense Petrovs_Defense_Damiano_Variation
D2RkK,rnbq1bkr/pppp2pp/5n2/3N4/4p3/1Q5N/PPPP1PPP/R1B1K2R b KQ - 1 8,c7c6 d5f6,725,102,55,89,doubleCheck kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/Mpyv3J83/black#16,Vienna_Game Vienna_Game_Frankenstein-Dracula_Variation
D9p0y,2kr1bnr/ppp3pp/8/8/6b1/1QN1PnP1/PP1PKP1P/R1B4R w - - 7 14,h2h3 f3d4 e2e1 d4b3,1130,75,100,162,advantage doubleCheck middlegame short,https://lichess.org/Z1hV89vD#27,English_Opening English_Opening_Kings_English_Variation
EbD2s,5rk1/6pp/2p1pp2/3p4/3Pn1q1/1PP2N1R/P4P2/2Q1R1K1 w - - 4 30,h3g3 e4g3 f3h2 g3e2,1172,79,100,141,advantage doubleCheck kingsideAttack middlegame short,https://lichess.org/TOjQdDmi#59,
Equh1,3r1r1k/pp2npp1/3p1q1p/4p1B1/4P2N/3B3Q/PPP3RK/8 b - - 3 26,h6g5 h4g6 h8g8 h3h8,1155,78,88,68,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/RtHGnP9f/black#52,
EtUjh,r2n3R/3r3k/5Rpp/2p5/8/2B2P2/PP4PP/7K b - - 5 33,h7h8 f6f8 h8h7 f8h8,1065,85,100,66,doubleCheck endgame mate mateIn2 short,https://lichess.org/w9gnpL9R/black#66,
FYWgT,r2qkb1r/2p1pppp/p1n2n2/1N1P1b2/B3p3/5P2/PPP3PP/R1BQK1NR b KQkq - 0 8,c6b4 b5d6,901,81,94,116,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/8YfOgxko/black#16,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Lamb_Defense
FiW66,r3r1k1/4b1pp/2p2p2/p2p4/2bP1qPP/P3P3/5PB1/R2QK2R w KQ - 0 24,e3f4 e7b4,881,77,92,153,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/dAUVLSda#47,
FpTp9,r1b1kb1r/pp2pppp/5n2/q1Pp4/1n6/P4N2/2PNPPPP/R1BQKB1R w KQkq - 0 7,d2b3 b4c2,795,79,100,166,doubleCheck mate mateIn1 oneMove opening,https://lichess.org/p3BbR0Nw#13,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
Fqcn7,r2q4/1b1n1pk1/p5p1/1p5p/3Nr2P/2Q5/PP2B1P1/2KR3R b - - 1 23,a8c8 d4e6 g7g8 e6d8 c8c3 b2c3,1195,76,98,381,advantage doubleCheck long middlegame,https://lichess.org/HH4M19FY/black#46,
0GyoW,4rr1k/7p/Q2q2p1/2p5/P1Bp4/4P1nP/1BP3Pb/R3R2K w - - 3 28,h1h2 g3f1 h2g1 d6h2,1368,92,100,232,doubleCheck mate mateIn2 middlegame short,https://lichess.org/jisOBIMw#55,
0JUV3,4rn1k/pbq2p1p/1pp1r1p1/4N1Q1/2P1n3/1P4P1/PB1RPPBP/3R2K1 b - - 0 23,e4g5 e5f7 h8g8 f7h6,1772,76,99,336,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/UmEqyWuP/black#46,
0OvMp,2b5/6kp/p2P1p1q/PppQb3/7p/6P1/1P3P1K/1R1R4 w - - 2 36,d6d7 h4g3 h2g2 h6h2 g2f3 h2f2,1327,257,100,12,crushing doubleCheck endgame long,https://lichess.org/BdRqHM3k#71,
0P1ju,6k1/p5p1/2Q1Rr1p/8/3q4/7P/PP3rP1/1R4K1 w - - 1 26,c6a8 f6f8 a8e4 f2f1,1672,91,100,46,advantage defensiveMove doubleCheck endgame short,https://lichess.org/JZ7X31U7#51,
1NTph,7r/p1k5/P1R2p2/5Pp1/3R4/3P2qp/1PP3B1/7K b - - 4 38,c7b8 d4b4 b8a8 c6c8,1418,78,100,192,doubleCheck endgame mate mateIn2 short,https://lichess.org/s6hjSrgH/black#76,
1RKYv,7k/2r4p/5Rp1/8/8/6PP/PBp2PK1/3r4 b - - 3 37,c2c1q f6f8,1500,500,100,1,doubleCheck endgame mate mateIn1 oneMove,https://lichess.org/x5vl72ca/black#74,
1ccMZ,1k1r3r/1pp2ppp/8/1N2Pq2/1b1p1B2/4P3/PP1nKPPP/R2Q1B1R w - - 0 15,a2a3 d4d3 e2e1 d2f3,1559,75,92,622,doubleCheck mate mateIn2 middlegame short,https://lichess.org/SFO5klTP#29,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System
1gQJm,rn1qkb1r/1bpp1pp1/p3P2p/1pn5/8/1B3N2/PPP2PPP/RNBQR1K1 b kq - 0 9,c5b3 e6d7,1579,76,100,237,advancedPawn doubleCheck mate mateIn1 oneMove opening,https://lichess.org/gLQvHl2X/black#18,French_Defense French_Defense_Knight_Variation
26HjQ,r7/p3k1pp/1n2R3/1p2p3/3b4/1B1R4/PP4rP/3K4 b - - 1 26,e7f8 d3f3 f8g8 e6e8,1238,81,100,57,doubleCheck mate mateIn2 middlegame short,https://lichess.org/CZA8Elyh/black#52,
2McSG,r3k2r/ppp2ppp/2n3q1/3Q4/8/5Nnb/PP2BP1P/RNB1R1K1 w kq - 0 14,e2d3 g3e2 g1h1 g6g2,1572,194,100,20,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/28dlpUgI#27,Italian_Game Italian_Game_Classical_Variation
2N6Zg,r4rk1/pp1b1ppp/8/3P4/1QP2P2/2N1p1qN/PP2Kn2/R1B2B1R w - - 2 18,h1g1 d7g4 e2e1 f2d3,1239,93,100,58,doubleCheck mate mateIn2 middlegame short,https://lichess.org/RjKJn8Sa#35,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
2hCqg,2Q5/5pk1/6pp/8/p2q3P/P2pr1PB/1P4P1/3R2K1 w - - 2 36,c8c3 e3e1 g1h2 d4c3 b2c3 e1d1,1530,78,100,533,crushing doubleCheck endgame long,https://lichess.org/k4ASaZiM#71,
2hYaD,6Qk/pp2q2p/2p5/4n3/8/4P3/PPP2PBP/2K3R1 b - - 0 28,h8g8 g2d5 g8h8 g1g8,1225,86,66,58,doubleCheck endgame mate mateIn2 short,https://lichess.org/h0ih8ugB/black#56,
3TQSz,2r1qr1k/1p2bpp1/p3p2Q/1b1nN3/3BB3/2P3P1/PP3P1P/1K1R3R b - - 0 20,g7h6 e5f7 h8g8 f7h6,1775,75,96,345,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/cJc2ttOZ/black#40,
